weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2025-02-01,Region 2,1345.0,1267.0,74.0,5223.0,49.0,25.0,179.0,4.0,4608.0,588.0,923.0,653.0,269.0,220.0,268.0,600.0,260.0,328.0,846.0,955.0,1029.0,1778.0,27.0,242.0,27.0,83.0,123.0,144.0,303.0,1.0
2021-11-27,Region 4,6126.0,5997.0,129.0,143.0,,,1486.0,703.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,Region 4,1319.0,1283.0,36.0,82.0,21.0,14.0,193.0,39.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-02-20,Region 5,4784.0,4657.0,127.0,37.0,,,877.0,214.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-02,Region 5,9635.0,9342.0,293.0,34.0,,,2350.0,508.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-10,Region 5,3034.0,2886.0,148.0,2345.0,96.0,44.0,381.0,94.0,24.0,28.0,32.0,14.0,18.0,,,,,,,,,,,,,,,,,
2024-03-09,Region 6,2213.0,2107.0,106.0,1197.0,61.0,45.0,272.0,78.0,25.0,1.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,
2023-07-15,Region 7,223.0,193.0,30.0,16.0,16.0,14.0,22.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,Region 9,4648.0,4560.0,88.0,12.0,,,1864.0,19.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-23,Region 1,1107.0,1079.0,28.0,31.0,12.0,16.0,131.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-06,Region 10,1475.0,1434.0,41.0,0.0,,,353.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,Region 10,436.0,417.0,19.0,34.0,10.0,9.0,59.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-09,Region 3,804.0,743.0,61.0,310.0,22.0,30.0,192.0,20.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-22,Region 3,1062.0,1015.0,46.0,2179.0,27.0,19.0,160.0,1.0,1941.0,227.0,520.0,424.0,96.0,159.0,254.0,442.0,74.0,153.0,272.0,456.0,513.0,700.0,11.0,80.0,16.0,44.0,106.0,94.0,180.0,0.0
2022-02-26,Region 5,4762.0,4513.0,249.0,198.0,132.0,104.0,1022.0,74.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-12,Region 5,1014.0,972.0,36.0,752.0,24.0,12.0,146.0,6.0,661.0,91.0,466.0,347.0,117.0,151.0,193.0,482.0,40.0,51.0,151.0,130.0,160.0,220.0,0.0,102.0,15.0,55.0,63.0,84.0,145.0,2.0
2022-06-25,Region 6,4337.0,4071.0,266.0,153.0,169.0,93.0,935.0,172.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-31,Region 7,54.0,53.0,1.0,33.0,1.0,0.0,8.0,0.0,29.0,4.0,19.0,15.0,4.0,8.0,11.0,26.0,3.0,1.0,5.0,9.0,5.0,10.0,0.0,4.0,0.0,0.0,2.0,4.0,9.0,0.0
2024-05-25,Region 8,80.0,74.0,6.0,18.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-05-08,Region 9,2423.0,2369.0,54.0,17.0,,,891.0,20.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-06,Region 9,5482.0,5369.0,113.0,24.0,,,1502.0,60.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-12,Region 9,346.0,327.0,10.0,35.0,9.0,1.0,52.0,9.0,32.0,3.0,3.0,1.0,2.0,60.0,72.0,143.0,2.0,1.0,7.0,6.0,8.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2020-09-19,Region 1,331.0,329.0,2.0,,,,76.0,43.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,Region 1,2684.0,2606.0,78.0,41.0,42.0,36.0,597.0,26.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,Region 1,437.0,426.0,11.0,23.0,9.0,2.0,54.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,Region 2,6192.0,6112.0,80.0,66.0,,,1407.0,169.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,Region 2,816.0,770.0,46.0,140.0,31.0,10.0,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-03,Region 2,791.0,763.0,28.0,18.0,16.0,3.0,113.0,32.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-05-22,Region 3,2270.0,2188.0,82.0,28.0,,,660.0,89.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,Region 3,978.0,932.0,46.0,69.0,36.0,10.0,115.0,16.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-03-12,Region 4,4948.0,4791.0,157.0,280.0,62.0,81.0,1170.0,339.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-05,Region 5,849.0,798.0,51.0,19.0,23.0,10.0,76.0,37.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-02-26,Region 6,5343.0,5062.0,281.0,555.0,143.0,124.0,1042.0,239.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-07,Region 6,1968.0,1874.0,94.0,176.0,58.0,33.0,269.0,66.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-11,Region 7,1099.0,1049.0,50.0,37.0,33.0,16.0,212.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-20,Region 7,1163.0,1111.0,52.0,462.0,40.0,9.0,124.0,48.0,3.0,0.0,13.0,4.0,9.0,,,,,,,,,,,,,,,,,
2023-03-11,Region 9,3422.0,3270.0,152.0,96.0,79.0,69.0,675.0,84.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-09,Region 9,3491.0,3315.0,176.0,61.0,102.0,68.0,592.0,123.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-10,Region 1,1028.0,983.0,45.0,735.0,25.0,20.0,105.0,5.0,7.0,0.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,
2021-02-27,Region 10,633.0,625.0,8.0,4.0,,,152.0,91.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-12,Region 2,1087.0,1064.0,23.0,0.0,,,371.0,137.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-04,Region 2,1599.0,1528.0,71.0,226.0,30.0,14.0,190.0,58.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-16,Region 2,1123.0,1052.0,71.0,692.0,32.0,19.0,129.0,34.0,37.0,5.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,
2024-01-20,Region 3,2621.0,2477.0,144.0,1157.0,85.0,33.0,319.0,41.0,81.0,5.0,146.0,129.0,17.0,,,,,,,,,,,,,,,,,
2021-02-13,Region 5,5674.0,5531.0,143.0,19.0,,,1027.0,276.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,Region 5,3106.0,3023.0,83.0,37.0,,,935.0,76.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,Region 5,4395.0,4203.0,192.0,134.0,120.0,57.0,592.0,70.0,,,,,,,,,,,,,,,,,,,,,,
2024-05-11,Region 5,330.0,311.0,19.0,94.0,6.0,5.0,35.0,17.0,4.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,
2020-09-26,Region 6,6002.0,5931.0,71.0,0.0,,,1461.0,248.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-30,Region 6,4263.0,4134.0,129.0,30.0,,,1150.0,275.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,Region 6,1272.0,1119.0,153.0,284.0,61.0,88.0,272.0,30.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,Region 7,2066.0,1999.0,67.0,11.0,,,516.0,35.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-13,Region 7,2019.0,1953.0,66.0,15.0,,,475.0,41.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,Region 7,5495.0,5260.0,235.0,90.0,38.0,38.0,1303.0,168.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,Region 8,691.0,643.0,48.0,150.0,28.0,18.0,176.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,Region 9,2500.0,2392.0,108.0,64.0,47.0,56.0,446.0,46.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,Region 1,1639.0,1614.0,25.0,55.0,16.0,9.0,219.0,9.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,Region 10,2279.0,2199.0,80.0,11.0,27.0,30.0,532.0,62.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-02,Region 10,1565.0,1493.0,72.0,63.0,43.0,24.0,386.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,Region 10,993.0,941.0,52.0,1011.0,36.0,12.0,165.0,16.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,Region 10,439.0,424.0,15.0,26.0,8.0,7.0,75.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-08,Region 10,277.0,273.0,4.0,25.0,4.0,0.0,36.0,13.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,Region 2,1718.0,1683.0,35.0,0.0,,,441.0,163.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,Region 2,3931.0,3732.0,199.0,70.0,124.0,61.0,795.0,116.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-03,Region 3,1473.0,1436.0,37.0,,,,342.0,43.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,Region 4,38276.0,37001.0,1275.0,250.0,178.0,293.0,8008.0,3682.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,Region 6,5000.0,4833.0,167.0,183.0,,,1325.0,193.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,Region 6,3681.0,3538.0,143.0,4213.0,95.0,37.0,518.0,121.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-26,Region 6,203.0,182.0,21.0,106.0,7.0,14.0,26.0,0.0,89.0,17.0,96.0,9.0,87.0,33.0,42.0,81.0,5.0,12.0,18.0,19.0,25.0,27.0,0.0,81.0,6.0,0.0,2.0,2.0,5.0,0.0
2023-08-05,Region 8,246.0,230.0,16.0,6.0,9.0,7.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,Region 8,66.0,56.0,10.0,9.0,6.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-03-09,Region 1,522.0,510.0,12.0,702.0,6.0,6.0,61.0,6.0,10.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
2021-06-12,Region 10,565.0,550.0,15.0,8.0,,,161.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Region 10,624.0,604.0,20.0,46.0,13.0,7.0,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,Region 3,2065.0,1974.0,82.0,4816.0,49.0,33.0,282.0,9.0,4115.0,601.0,1177.0,884.0,288.0,305.0,460.0,927.0,263.0,338.0,900.0,933.0,978.0,1304.0,100.0,252.0,36.0,97.0,206.0,193.0,388.0,5.0
2024-04-27,Region 4,1120.0,1055.0,65.0,452.0,39.0,19.0,149.0,50.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-10-03,Region 5,4060.0,3996.0,64.0,0.0,,,575.0,408.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-11,Region 5,3855.0,3711.0,144.0,125.0,65.0,57.0,502.0,71.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-17,Region 5,586.0,573.0,13.0,184.0,11.0,2.0,89.0,0.0,154.0,30.0,105.0,79.0,25.0,84.0,128.0,272.0,10.0,20.0,36.0,17.0,39.0,62.0,0.0,21.0,4.0,6.0,10.0,27.0,36.0,1.0
2022-04-02,Region 6,1475.0,1332.0,143.0,842.0,56.0,85.0,320.0,59.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,Region 7,2273.0,2182.0,91.0,152.0,53.0,36.0,471.0,29.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-17,Region 8,1817.0,1761.0,56.0,0.0,,,394.0,31.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-25,Region 8,2832.0,2732.0,100.0,3.0,,,820.0,32.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,Region 10,868.0,828.0,40.0,106.0,25.0,13.0,169.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-09,Region 2,2580.0,2481.0,99.0,711.0,49.0,26.0,266.0,51.0,18.0,0.0,23.0,14.0,9.0,,,,,,,,,,,,,,,,,
2024-04-06,Region 2,813.0,773.0,40.0,615.0,21.0,7.0,72.0,27.0,48.0,2.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 7,69.0,67.0,2.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-08-31,Region 7,271.0,250.0,21.0,5.0,15.0,5.0,32.0,20.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-02-27,Region 9,5326.0,5192.0,134.0,34.0,,,1414.0,13.0,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,DC,36.0,32.0,4.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-13,KY,1279.0,790.0,489.0,5.0,,,168.0,231.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-21,KY,235.0,227.0,8.0,20.0,6.0,2.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-11,LA,1785.0,1741.0,44.0,3.0,,,487.0,31.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,RI,94.0,91.0,3.0,0.0,2.0,1.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,VA,329.0,312.0,17.0,32.0,8.0,8.0,71.0,9.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-24,AZ,168.0,164.0,4.0,48.0,3.0,1.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-28,AZ,431.0,415.0,16.0,49.0,11.0,5.0,53.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-17,DC,25.0,22.0,3.0,0.0,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,DC,21.0,17.0,4.0,0.0,,,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-23,KY,1080.0,1068.0,12.0,0.0,,,261.0,403.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,KY,496.0,488.0,8.0,5.0,8.0,0.0,124.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-05,MN,265.0,254.0,11.0,,,,59.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,MN,241.0,234.0,7.0,0.0,,,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-12-12,NJ,3099.0,3078.0,21.0,10.0,,,521.0,156.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,NJ,171.0,169.0,2.0,25.0,0.0,0.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,NJ,459.0,444.0,15.0,1591.0,10.0,5.0,52.0,0.0,1428.0,157.0,331.0,243.0,88.0,78.0,90.0,224.0,63.0,94.0,259.0,300.0,312.0,557.0,6.0,75.0,13.0,30.0,39.0,47.0,127.0,0.0
2022-08-20,RI,102.0,99.0,3.0,0.0,3.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-08,VA,333.0,313.0,20.0,,,,59.0,99.0,,,,,,,,,,,,,,,,,,,,,,
2021-06-26,VA,181.0,166.0,15.0,18.0,,,77.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,KY,751.0,730.0,21.0,8.0,10.0,5.0,154.0,41.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-17,KY,449.0,440.0,9.0,429.0,3.0,6.0,47.0,33.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-21,KY,228.0,222.0,6.0,200.0,5.0,1.0,18.0,0.0,192.0,8.0,181.0,76.0,105.0,36.0,64.0,104.0,3.0,5.0,41.0,55.0,51.0,45.0,0.0,103.0,2.0,9.0,20.0,28.0,19.0,0.0
2023-08-19,MN,117.0,111.0,6.0,0.0,4.0,2.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,NJ,355.0,350.0,5.0,4.0,,,103.0,20.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-24,NJ,1564.0,1517.0,47.0,522.0,15.0,18.0,272.0,23.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-18,VA,1547.0,1463.0,84.0,17.0,,,420.0,47.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,VA,182.0,176.0,6.0,35.0,0.0,4.0,21.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,VA,36.0,33.0,3.0,45.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-07-01,WY,12.0,12.0,0.0,9.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-22,WY,20.0,18.0,2.0,30.0,1.0,1.0,6.0,0.0,30.0,0.0,47.0,24.0,23.0,5.0,2.0,5.0,0.0,0.0,5.0,5.0,10.0,10.0,0.0,23.0,0.0,1.0,5.0,1.0,17.0,0.0
2023-04-15,AZ,360.0,350.0,10.0,46.0,4.0,6.0,45.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-21,DC,128.0,122.0,6.0,0.0,,,35.0,20.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-25,KY,2288.0,2271.0,17.0,2.0,,,691.0,826.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,KY,2193.0,2140.0,53.0,3.0,,,497.0,867.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-24,KY,308.0,300.0,8.0,279.0,4.0,4.0,26.0,56.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-01-16,LA,2531.0,2513.0,18.0,5.0,,,367.0,62.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,LA,4555.0,4413.0,142.0,18.0,,,1461.0,99.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,MN,584.0,560.0,24.0,443.0,18.0,6.0,106.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,OR,128.0,123.0,5.0,,,,37.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,OR,275.0,256.0,19.0,0.0,,,80.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-07,OR,432.0,424.0,8.0,0.0,,,123.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,RI,57.0,56.0,1.0,5.0,0.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-09,RI,51.0,50.0,1.0,6.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,
2025-02-22,SC,134.0,129.0,5.0,474.0,4.0,1.0,12.0,0.0,445.0,29.0,75.0,62.0,13.0,20.0,37.0,60.0,17.0,12.0,73.0,105.0,117.0,150.0,0.0,11.0,2.0,10.0,10.0,15.0,27.0,0.0
2022-01-29,VA,2636.0,2549.0,87.0,40.0,29.0,25.0,584.0,67.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,WY,26.0,26.0,0.0,3.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,WY,139.0,138.0,1.0,0.0,,,36.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-20,WY,20.0,20.0,0.0,1.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-04,AZ,1594.0,1551.0,43.0,4.0,,,498.0,16.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-26,DC,80.0,71.0,9.0,,,,27.0,13.0,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,DC,122.0,116.0,6.0,0.0,,,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,DC,24.0,22.0,2.0,2.0,2.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,DC,67.0,56.0,11.0,11.0,7.0,4.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-23,DC,16.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,7.0,1.0,6.0,6.0,0.0,1.0,2.0,5.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
2021-11-13,MN,1063.0,1045.0,18.0,0.0,,,276.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,NJ,840.0,791.0,49.0,95.0,18.0,16.0,162.0,16.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-14,OR,308.0,302.0,6.0,0.0,,,68.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,RI,87.0,83.0,4.0,0.0,,,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,RI,44.0,44.0,0.0,3.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-30,SC,505.0,497.0,8.0,649.0,6.0,1.0,57.0,5.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-10-17,VA,484.0,477.0,7.0,0.0,,,122.0,20.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,WY,18.0,18.0,0.0,1.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-18,WY,47.0,46.0,1.0,84.0,1.0,0.0,3.0,0.0,81.0,3.0,18.0,11.0,7.0,3.0,5.0,35.0,2.0,1.0,16.0,17.0,30.0,18.0,0.0,7.0,0.0,0.0,9.0,1.0,1.0,0.0
2021-09-18,AZ,1392.0,1366.0,26.0,2.0,,,417.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-18,AZ,383.0,363.0,20.0,55.0,11.0,9.0,45.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,DC,136.0,123.0,13.0,0.0,,,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,DC,82.0,70.0,12.0,0.0,,,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-02,KY,1842.0,1832.0,10.0,0.0,,,477.0,690.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-29,KY,125.0,120.0,5.0,267.0,3.0,2.0,19.0,0.0,253.0,14.0,67.0,44.0,23.0,22.0,28.0,51.0,9.0,5.0,31.0,73.0,69.0,80.0,0.0,19.0,4.0,1.0,12.0,16.0,15.0,0.0
2021-06-12,LA,445.0,427.0,18.0,14.0,,,145.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-24,MN,41.0,39.0,2.0,9.0,2.0,0.0,9.0,0.0,8.0,1.0,6.0,3.0,3.0,5.0,4.0,21.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0
2021-09-04,OR,906.0,891.0,15.0,0.0,,,237.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,OR,331.0,318.0,13.0,0.0,6.0,7.0,67.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,OR,82.0,79.0,3.0,64.0,3.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-03-13,SC,476.0,467.0,9.0,7.0,,,105.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,SC,83.0,82.0,1.0,17.0,1.0,0.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,VA,1144.0,1096.0,48.0,31.0,21.0,25.0,237.0,25.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-02,VA,611.0,593.0,18.0,143.0,10.0,1.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-09-21,VA,181.0,169.0,12.0,4.0,6.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-11-12,WY,30.0,29.0,1.0,10.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-16,WY,18.0,17.0,1.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
2024-10-12,AZ,17.0,17.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02,DC,79.0,68.0,11.0,0.0,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,DC,48.0,21.0,27.0,4.0,11.0,12.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,KY,3339.0,3275.0,64.0,18.0,36.0,31.0,685.0,1447.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-10,KY,408.0,395.0,13.0,673.0,6.0,5.0,47.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,MN,448.0,422.0,26.0,2.0,10.0,16.0,114.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,NJ,1575.0,1560.0,15.0,9.0,,,315.0,73.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-10,NJ,1263.0,1213.0,50.0,756.0,22.0,10.0,201.0,29.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,OR,491.0,464.0,27.0,0.0,16.0,9.0,101.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,OR,122.0,115.0,7.0,536.0,4.0,3.0,13.0,0.0,498.0,36.0,138.0,71.0,67.0,17.0,24.0,61.0,16.0,20.0,119.0,97.0,109.0,173.0,2.0,64.0,3.0,11.0,8.0,25.0,27.0,0.0
2021-04-24,SC,417.0,413.0,4.0,7.0,,,111.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-23,VA,367.0,333.0,34.0,135.0,8.0,5.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-11-30,VA,107.0,103.0,4.0,46.0,3.0,1.0,9.0,0.0,37.0,8.0,99.0,36.0,62.0,26.0,12.0,56.0,4.0,4.0,7.0,8.0,13.0,9.0,1.0,57.0,5.0,6.0,7.0,7.0,16.0,1.0
2025-05-17,VA,56.0,52.0,4.0,15.0,3.0,1.0,7.0,0.0,12.0,3.0,8.0,5.0,3.0,5.0,13.0,27.0,1.0,2.0,1.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0
