weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2024-06-29,MN,1.0,1.0,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,MO,23.0,23.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,
2024-06-29,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,MS,13.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,MT,21.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,NC,2.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,ND,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,NE,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,NH,5.0,5.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,NJ,257.0,248.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,22.0,11.0,,,,,,,,,,,,,,,,,
2024-06-29,NM,5.0,5.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,NV,2.0,2.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,NY,213.0,206.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,32.0,13.0,,,,,,,,,,,,,,,,,
2024-06-29,OH,44.0,43.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,,,,,,,,,,,,,,,,,
2024-06-29,OK,26.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,OR,78.0,75.0,3.0,2.0,,,,,,2.0,1.0,12.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,PA,126.0,126.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,,,,,,,,,,,,,,,,,
2024-06-29,PR,26.0,20.0,6.0,7.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,RI,20.0,19.0,1.0,0.0,,,,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 1,100.0,98.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 10,363.0,360.0,3.0,37.0,,,1.0,0.0,1.0,2.0,1.0,53.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 2,496.0,474.0,22.0,33.0,3.0,2.0,0.0,0.0,0.0,12.0,3.0,56.0,24.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 3,277.0,268.0,9.0,72.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,41.0,4.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 4,697.0,684.0,13.0,97.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,80.0,19.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 5,371.0,355.0,16.0,24.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,40.0,13.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 6,119.0,111.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,11.0,5.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 7,57.0,57.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 8,100.0,88.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,8.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,Region 9,1268.0,1234.0,34.0,75.0,1.0,0.0,2.0,0.0,2.0,26.0,7.0,168.0,50.0,,,,,,,,,,,,,,,,,
2024-06-29,SC,32.0,32.0,0.0,17.0,,,,,,0.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,
2024-06-29,SD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,TN,34.0,33.0,1.0,7.0,,,,,,1.0,0.0,5.0,7.0,,,,,,,,,,,,,,,,,
2024-06-29,TX,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,USA,3848.0,3729.0,119.0,356.0,11.0,4.0,3.0,0.0,3.0,78.0,25.0,472.0,119.0,,,,,,,,,,,,,,,,,
2024-06-29,UT,42.0,35.0,7.0,0.0,,,,,,7.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,VA,61.0,56.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,VT,1.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,WA,266.0,266.0,0.0,32.0,,,1.0,0.0,1.0,0.0,0.0,41.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,WI,72.0,65.0,7.0,2.0,,,,,,0.0,0.0,5.0,7.0,,,,,,,,,,,,,,,,,
2024-06-29,WV,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,WY,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,AK,5.0,5.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,AL,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,AR,44.0,39.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,
2024-07-06,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,AZ,177.0,174.0,3.0,29.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,20.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,CA,1372.0,1329.0,43.0,37.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,153.0,171.0,,,,,,,,,,,,,,,,,
2024-07-06,CO,23.0,18.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
2024-07-06,CT,116.0,111.0,5.0,7.0,,,0.0,0.0,0.0,4.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,DC,31.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,
2024-07-06,DE,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,FL,717.0,703.0,14.0,56.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,80.0,7.0,,,,,,,,,,,,,,,,,
2024-07-06,GA,48.0,47.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,,,,,,,,,,,,,,,,,
2024-07-06,GU,2.0,2.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,HI,45.0,41.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,IA,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,ID,12.0,12.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,IL,171.0,167.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0,,,,,,,,,,,,,,,,,
2024-07-06,IN,36.0,35.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,
2024-07-06,KS,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,KY,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
2024-07-06,LA,85.0,84.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,22.0,,,,,,,,,,,,,,,,,
2024-07-06,MA,3.0,3.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,MD,54.0,52.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,ME,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,MI,164.0,160.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,3.0,,,,,,,,,,,,,,,,,
2024-07-06,MN,3.0,3.0,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,MO,36.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,
2024-07-06,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,MS,23.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,MT,17.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,NC,10.0,10.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,ND,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
2024-07-06,NE,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,NH,10.0,10.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,NJ,395.0,237.0,158.0,21.0,,,,,,5.0,2.0,21.0,155.0,,,,,,,,,,,,,,,,,
2024-07-06,NM,8.0,8.0,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,NV,7.0,7.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,NY,267.0,260.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,33.0,8.0,,,,,,,,,,,,,,,,,
2024-07-06,OH,79.0,75.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,OK,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,OR,87.0,87.0,0.0,5.0,,,,,,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,PA,219.0,214.0,5.0,46.0,4.0,0.0,1.0,1.0,0.0,5.0,0.0,25.0,2.0,,,,,,,,,,,,,,,,,
2024-07-06,PR,58.0,53.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,RI,9.0,9.0,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 1,141.0,136.0,5.0,8.0,,,0.0,0.0,0.0,4.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 10,347.0,342.0,5.0,25.0,,,0.0,0.0,0.0,5.0,0.0,43.0,1.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 2,720.0,550.0,170.0,32.0,3.0,0.0,0.0,0.0,0.0,9.0,6.0,56.0,163.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 3,417.0,398.0,19.0,65.0,4.0,0.0,1.0,1.0,0.0,16.0,3.0,44.0,4.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 4,905.0,885.0,20.0,95.0,1.0,0.0,0.0,0.0,0.0,15.0,5.0,90.0,25.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 5,549.0,529.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,45.0,12.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 6,179.0,173.0,6.0,15.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,10.0,25.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 7,69.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 8,110.0,94.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,14.0,2.0,,,,,,,,,,,,,,,,,
2024-07-06,Region 9,1603.0,1553.0,50.0,71.0,2.0,0.0,2.0,2.0,0.0,34.0,11.0,176.0,171.0,,,,,,,,,,,,,,,,,
2024-07-06,SC,48.0,44.0,4.0,19.0,,,,,,4.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,
2024-07-06,SD,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,TN,39.0,38.0,1.0,10.0,,,,,,1.0,0.0,1.0,13.0,,,,,,,,,,,,,,,,,
2024-07-06,TX,36.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,
2024-07-06,USA,5040.0,4727.0,313.0,342.0,10.0,0.0,4.0,4.0,0.0,108.0,35.0,492.0,405.0,,,,,,,,,,,,,,,,,
2024-07-06,UT,53.0,44.0,9.0,0.0,,,,,,7.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,VA,86.0,81.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,11.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,VT,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,WA,243.0,238.0,5.0,19.0,,,0.0,0.0,0.0,5.0,0.0,34.0,1.0,,,,,,,,,,,,,,,,,
2024-07-06,WI,96.0,89.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,,,,,,,,,,,,,,,,,
2024-07-06,WV,1.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,WY,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,AK,13.0,11.0,2.0,1.0,,,,,,0.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,AL,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,AR,58.0,51.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,4.0,,,,,,,,,,,,,,,,,
2024-07-13,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,AZ,190.0,180.0,10.0,29.0,4.0,0.0,4.0,4.0,0.0,8.0,1.0,24.0,1.0,,,,,,,,,,,,,,,,,
2024-07-13,CA,1536.0,1492.0,44.0,39.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,170.0,248.0,,,,,,,,,,,,,,,,,
2024-07-13,CO,33.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,
2024-07-13,CT,136.0,129.0,7.0,3.0,,,0.0,0.0,0.0,5.0,2.0,17.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,DC,56.0,46.0,10.0,1.0,,,,,,5.0,3.0,9.0,4.0,,,,,,,,,,,,,,,,,
2024-07-13,DE,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,FL,830.0,810.0,20.0,78.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,83.0,28.0,,,,,,,,,,,,,,,,,
2024-07-13,GA,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,,,,,,,,,,,,,,,,,
2024-07-13,GU,2.0,2.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,HI,38.0,31.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,IA,32.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,ID,15.0,14.0,1.0,0.0,,,,,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
2024-07-13,IL,187.0,180.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,22.0,2.0,,,,,,,,,,,,,,,,,
2024-07-13,IN,64.0,62.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,,,,,,,,,,,,,,,,,
2024-07-13,KS,19.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,
2024-07-13,KY,25.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,LA,107.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,,,,,,,,,,,,,,,,,
2024-07-13,MA,6.0,6.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,MD,51.0,51.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,ME,6.0,6.0,0.0,4.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,MI,171.0,163.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,13.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,MN,2.0,2.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,MO,62.0,58.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,
2024-07-13,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,MS,36.0,35.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,MT,14.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,NC,8.0,8.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,ND,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
2024-07-13,NE,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,NH,11.0,11.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,NJ,373.0,367.0,6.0,23.0,,,,,,5.0,1.0,45.0,5.0,,,,,,,,,,,,,,,,,
2024-07-13,NM,10.0,10.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,NV,9.0,9.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,NY,276.0,265.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,30.0,20.0,,,,,,,,,,,,,,,,,
2024-07-13,OH,107.0,103.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,OK,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,OR,99.0,97.0,2.0,5.0,,,,,,1.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,PA,213.0,207.0,6.0,58.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,19.0,2.0,,,,,,,,,,,,,,,,,
2024-07-13,PR,35.0,35.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,RI,16.0,16.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 1,175.0,168.0,7.0,7.0,,,0.0,0.0,0.0,5.0,2.0,18.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 10,372.0,362.0,10.0,21.0,,,1.0,1.0,0.0,5.0,4.0,31.0,1.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 2,684.0,667.0,17.0,30.0,2.0,0.0,0.0,0.0,0.0,8.0,6.0,78.0,25.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 3,456.0,439.0,17.0,84.0,0.0,1.0,0.0,0.0,0.0,9.0,6.0,53.0,6.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 4,1112.0,1082.0,30.0,115.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,111.0,50.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 5,627.0,594.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,64.0,12.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 6,207.0,199.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,17.0,9.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 7,123.0,118.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,3.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 8,137.0,124.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,26.0,2.0,,,,,,,,,,,,,,,,,
2024-07-13,Region 9,1775.0,1714.0,61.0,73.0,4.0,0.0,4.0,4.0,0.0,42.0,12.0,199.0,249.0,,,,,,,,,,,,,,,,,
2024-07-13,SC,61.0,57.0,4.0,20.0,,,,,,4.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,SD,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,TN,70.0,67.0,3.0,11.0,,,,,,3.0,0.0,9.0,16.0,,,,,,,,,,,,,,,,,
2024-07-13,TX,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,USA,5668.0,5467.0,201.0,367.0,6.0,1.0,5.0,5.0,0.0,126.0,50.0,604.0,357.0,,,,,,,,,,,,,,,,,
2024-07-13,UT,60.0,52.0,8.0,0.0,,,,,,4.0,4.0,17.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,VA,92.0,91.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,VT,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,WA,245.0,240.0,5.0,15.0,,,1.0,1.0,0.0,4.0,1.0,22.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,WI,96.0,84.0,12.0,3.0,,,,,,2.0,2.0,7.0,8.0,,,,,,,,,,,,,,,,,
2024-07-13,WV,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-13,WY,19.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-20,AK,14.0,14.0,0.0,3.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-07-20,AL,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-20,AR,52.0,50.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,
2024-07-20,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-20,AZ,178.0,171.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,35.0,2.0,,,,,,,,,,,,,,,,,
2024-07-20,CA,1710.0,1659.0,51.0,35.0,1.0,0.0,0.0,0.0,0.0,33.0,16.0,219.0,228.0,,,,,,,,,,,,,,,,,
2024-07-20,CO,26.0,21.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-07-20,CT,155.0,151.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,,,,,,,,,,,,,,,,,
2024-07-20,DC,52.0,41.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,10.0,1.0,,,,,,,,,,,,,,,,,
2024-07-20,DE,41.0,41.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,
